Unnamed: 0,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
765,Female,Group B,Intermediate,Standard Lunch,No Prep,74,72,72
766,Female,Group C,Intermediate,Standard Lunch,Completed Course,58,75,77
767,Male,Group B,Intermediate,Standard Lunch,Completed Course,76,62,60
768,Female,Group D,Intermediate,Standard Lunch,No Prep,68,71,75
769,Male,Group A,Undergraduate,Free/Reduced Lunch,No Prep,58,60,57
770,Male,Group B,Intermediate,Standard Lunch,No Prep,52,48,49
771,Male,Group D,Undergraduate,Standard Lunch,No Prep,75,73,74
772,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,52,67,72
773,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,62,78,79
774,Male,Group B,Undergraduate,Standard Lunch,No Prep,66,65,60
775,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,49,58,55
776,Female,Group B,Intermediate,Standard Lunch,No Prep,66,72,70
777,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,35,44,43
778,Female,Group A,Undergraduate,Standard Lunch,Completed Course,72,79,82
779,Male,Group E,Undergraduate,Standard Lunch,Completed Course,94,85,82
780,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,46,56,57
781,Female,Group B,Postgraduate,Standard Lunch,No Prep,77,90,84
782,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,76,85,82
783,Female,Group C,Undergraduate,Standard Lunch,Completed Course,52,59,62
784,Male,Group C,Undergraduate,Standard Lunch,Completed Course,91,81,79
785,Female,Group B,Intermediate,Standard Lunch,Completed Course,32,51,44
786,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,72,79,77
787,Female,Group B,Undergraduate,Standard Lunch,No Prep,19,38,32
788,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,68,65,61
789,Female,Group C,Postgraduate,Free/Reduced Lunch,No Prep,52,65,61
790,Female,Group B,Intermediate,Standard Lunch,No Prep,48,62,60
791,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,60,66,70
792,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,66,74,69
793,Male,Group E,Intermediate,Standard Lunch,Completed Course,89,84,77
794,Female,Group B,Intermediate,Standard Lunch,No Prep,42,52,51
795,Female,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,57,68,73
796,Male,Group D,Intermediate,Standard Lunch,No Prep,70,70,70
797,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,70,84,81
798,Male,Group E,Undergraduate,Standard Lunch,No Prep,69,60,54
799,Female,Group C,Undergraduate,Standard Lunch,No Prep,52,55,57
800,Male,Group C,Intermediate,Standard Lunch,Completed Course,67,73,68
801,Male,Group C,Intermediate,Standard Lunch,Completed Course,76,80,73
802,Female,Group E,Undergraduate,Standard Lunch,No Prep,87,94,95
803,Female,Group B,Undergraduate,Standard Lunch,No Prep,82,85,87
804,Female,Group C,Undergraduate,Standard Lunch,No Prep,73,76,78
805,Male,Group A,Undergraduate,Free/Reduced Lunch,No Prep,75,81,74
806,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,64,74,75
807,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,41,45,40
808,Male,Group C,Intermediate,Standard Lunch,No Prep,90,75,69
809,Male,Group B,Undergraduate,Standard Lunch,No Prep,59,54,51
810,Male,Group A,Intermediate,Standard Lunch,No Prep,51,31,36
811,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,45,47,49
812,Female,Group C,Postgraduate,Standard Lunch,Completed Course,54,64,67
813,Male,Group E,Intermediate,Standard Lunch,Completed Course,87,84,76
814,Female,Group C,Intermediate,Standard Lunch,No Prep,72,80,83
815,Male,Group B,Intermediate,Standard Lunch,Completed Course,94,86,87
816,Female,Group A,Undergraduate,Standard Lunch,No Prep,45,59,64
817,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,61,70,76
818,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,60,72,68
819,Female,Group C,Intermediate,Standard Lunch,No Prep,77,91,88
820,Female,Group A,Intermediate,Standard Lunch,Completed Course,85,90,92
821,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,78,90,93
822,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,49,52,51
823,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,71,87,82
824,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,48,58,52
825,Male,Group C,Intermediate,Standard Lunch,No Prep,62,67,58
826,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,56,68,70
827,Female,Group C,Intermediate,Standard Lunch,No Prep,65,69,76
828,Female,Group D,Intermediate,Free/Reduced Lunch,Completed Course,69,86,81
829,Male,Group B,Intermediate,Standard Lunch,No Prep,68,54,53
830,Female,Group A,Undergraduate,Free/Reduced Lunch,No Prep,61,60,57
831,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,74,86,89
832,Male,Group A,Undergraduate,Standard Lunch,No Prep,64,60,58
833,Female,Group B,Intermediate,Standard Lunch,Completed Course,77,82,89
834,Male,Group B,Undergraduate,Standard Lunch,No Prep,58,50,45
835,Female,Group C,Intermediate,Standard Lunch,Completed Course,60,64,74
836,Male,Group E,Intermediate,Standard Lunch,No Prep,73,64,57
837,Female,Group A,Intermediate,Standard Lunch,Completed Course,75,82,79
838,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,58,57,53
839,Female,Group C,Undergraduate,Standard Lunch,No Prep,66,77,73
840,Female,Group D,Intermediate,Free/Reduced Lunch,No Prep,39,52,46
841,Male,Group C,Intermediate,Standard Lunch,No Prep,64,58,51
842,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,23,44,36
843,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,74,77,76
844,Female,Group D,Intermediate,Free/Reduced Lunch,Completed Course,40,65,64
845,Male,Group E,Postgraduate,Standard Lunch,No Prep,90,85,84
846,Male,Group C,Postgraduate,Standard Lunch,Completed Course,91,85,85
847,Male,Group D,Intermediate,Standard Lunch,No Prep,64,54,50
848,Female,Group C,Intermediate,Standard Lunch,No Prep,59,72,68
849,Male,Group D,Undergraduate,Standard Lunch,No Prep,80,75,69
850,Male,Group C,Postgraduate,Standard Lunch,No Prep,71,67,67
851,Female,Group A,Intermediate,Standard Lunch,No Prep,61,68,63
852,Female,Group E,Undergraduate,Standard Lunch,No Prep,87,85,93
853,Male,Group E,Intermediate,Standard Lunch,No Prep,82,67,61
854,Male,Group C,Intermediate,Standard Lunch,No Prep,62,64,55
855,Female,Group B,Undergraduate,Standard Lunch,No Prep,97,97,96
856,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,75,68,65
857,Female,Group C,Undergraduate,Standard Lunch,No Prep,65,79,81
858,Male,Group B,Intermediate,Standard Lunch,Completed Course,52,49,46
859,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,87,73,72
860,Female,Group C,Undergraduate,Standard Lunch,No Prep,53,62,53
861,Female,Group E,Postgraduate,Free/Reduced Lunch,No Prep,81,86,87
862,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,39,42,38
863,Female,Group C,Undergraduate,Standard Lunch,Completed Course,71,71,80
864,Male,Group C,Undergraduate,Standard Lunch,No Prep,97,93,91
865,Male,Group D,Undergraduate,Standard Lunch,Completed Course,82,82,88
866,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,59,53,52
867,Male,Group B,Undergraduate,Standard Lunch,No Prep,61,42,41
868,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,78,74,72
869,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,49,51,51
870,Male,Group B,Intermediate,Standard Lunch,No Prep,59,58,47
871,Female,Group C,Undergraduate,Standard Lunch,Completed Course,70,72,76
872,Male,Group B,Undergraduate,Standard Lunch,Completed Course,82,84,78
873,Male,Group E,Undergraduate,Free/Reduced Lunch,No Prep,90,90,82
874,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,43,62,61
875,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,80,64,66
876,Male,Group D,Undergraduate,Standard Lunch,No Prep,81,82,84
877,Male,Group C,Intermediate,Standard Lunch,No Prep,57,61,54
878,Female,Group D,Intermediate,Standard Lunch,No Prep,59,72,80
879,Female,Group D,Undergraduate,Standard Lunch,No Prep,64,76,74
880,Male,Group C,Undergraduate,Standard Lunch,Completed Course,63,64,66
881,Female,Group E,Undergraduate,Standard Lunch,Completed Course,71,70,70
882,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,64,73,71
883,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,55,46,44
884,Female,Group E,Undergraduate,Standard Lunch,No Prep,51,51,54
885,Female,Group C,Undergraduate,Standard Lunch,Completed Course,62,76,80
886,Female,Group E,Undergraduate,Standard Lunch,Completed Course,93,100,95
887,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,54,72,59
888,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,69,65,74
889,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,44,51,48
890,Female,Group E,Undergraduate,Standard Lunch,Completed Course,86,85,91
891,Female,Group E,Undergraduate,Standard Lunch,No Prep,85,92,85
892,Female,Group A,Postgraduate,Free/Reduced Lunch,No Prep,50,67,73
893,Male,Group D,Intermediate,Standard Lunch,Completed Course,88,74,75
894,Female,Group E,Undergraduate,Standard Lunch,No Prep,59,62,69
895,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,32,34,38
896,Male,Group B,Intermediate,Free/Reduced Lunch,No Prep,36,29,27
897,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,63,78,79
898,Male,Group D,Undergraduate,Standard Lunch,Completed Course,67,54,63
899,Female,Group D,Intermediate,Standard Lunch,Completed Course,65,78,82
900,Male,Group D,Postgraduate,Standard Lunch,No Prep,85,84,89
901,Female,Group C,Postgraduate,Standard Lunch,No Prep,73,78,74
902,Female,Group A,Intermediate,Free/Reduced Lunch,Completed Course,34,48,41
903,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,93,100,100
904,Female,Group D,Intermediate,Free/Reduced Lunch,No Prep,67,84,84
905,Male,Group D,Undergraduate,Standard Lunch,No Prep,88,77,77
906,Male,Group B,Intermediate,Standard Lunch,No Prep,57,48,51
907,Female,Group D,Undergraduate,Standard Lunch,Completed Course,79,84,91
908,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,67,75,72
909,Male,Group E,Undergraduate,Standard Lunch,Completed Course,70,64,70
910,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,50,42,48
911,Female,Group A,Undergraduate,Standard Lunch,No Prep,69,84,82
912,Female,Group C,Undergraduate,Standard Lunch,Completed Course,52,61,66
913,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,47,62,66
914,Female,Group B,Undergraduate,Free/Reduced Lunch,No Prep,46,61,55
915,Female,Group E,Undergraduate,Standard Lunch,No Prep,68,70,66
916,Male,Group E,Undergraduate,Standard Lunch,Completed Course,100,100,100
917,Female,Group C,Intermediate,Standard Lunch,No Prep,44,61,52
918,Female,Group C,Undergraduate,Standard Lunch,Completed Course,57,77,80
919,Male,Group B,Undergraduate,Standard Lunch,Completed Course,91,96,91
920,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,69,70,67
921,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,35,53,46
922,Male,Group D,Intermediate,Standard Lunch,No Prep,72,66,66
923,Female,Group B,Undergraduate,Free/Reduced Lunch,No Prep,54,65,65
924,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,74,70,69
925,Male,Group E,Intermediate,Standard Lunch,Completed Course,74,64,60
926,Male,Group E,Undergraduate,Free/Reduced Lunch,No Prep,64,56,52
927,Female,Group D,Intermediate,Free/Reduced Lunch,Completed Course,65,61,71
928,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,46,43,44
929,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,48,56,51
930,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,67,74,70
931,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,62,57,62
932,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,61,71,73
933,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,70,75,74
934,Male,Group C,Undergraduate,Standard Lunch,Completed Course,98,87,90
935,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,70,63,58
936,Male,Group A,Undergraduate,Standard Lunch,No Prep,67,57,53
937,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,57,58,57
938,Male,Group D,Undergraduate,Standard Lunch,Completed Course,85,81,85
939,Male,Group D,Intermediate,Standard Lunch,Completed Course,77,68,69
940,Male,Group C,Postgraduate,Free/Reduced Lunch,Completed Course,72,66,72
941,Female,Group D,Postgraduate,Standard Lunch,No Prep,78,91,96
942,Male,Group C,Intermediate,Standard Lunch,No Prep,81,66,64
943,Male,Group A,Intermediate,Free/Reduced Lunch,Completed Course,61,62,61
944,Female,Group B,Intermediate,Standard Lunch,No Prep,58,68,61
945,Female,Group C,Undergraduate,Standard Lunch,No Prep,54,61,58
946,Male,Group B,Intermediate,Standard Lunch,No Prep,82,82,80
947,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,49,58,60
948,Male,Group B,Intermediate,Free/Reduced Lunch,Completed Course,49,50,52
949,Female,Group E,Intermediate,Free/Reduced Lunch,Completed Course,57,75,73
950,Male,Group E,Intermediate,Standard Lunch,No Prep,94,73,71
951,Female,Group D,Undergraduate,Standard Lunch,Completed Course,75,77,83
952,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,74,74,72
953,Male,Group C,Intermediate,Standard Lunch,Completed Course,58,52,54
954,Female,Group C,Undergraduate,Standard Lunch,No Prep,62,69,69
955,Male,Group E,Undergraduate,Standard Lunch,No Prep,72,57,62
956,Male,Group C,Undergraduate,Standard Lunch,No Prep,84,87,81
957,Female,Group D,Postgraduate,Standard Lunch,No Prep,92,100,100
958,Female,Group D,Intermediate,Standard Lunch,No Prep,45,63,59
959,Male,Group C,Intermediate,Standard Lunch,No Prep,75,81,71
960,Female,Group A,Undergraduate,Standard Lunch,No Prep,56,58,64
961,Female,Group D,Intermediate,Free/Reduced Lunch,No Prep,48,54,53
962,Female,Group E,Undergraduate,Standard Lunch,No Prep,100,100,100
963,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,65,76,75
964,Male,Group D,Undergraduate,Standard Lunch,No Prep,72,57,58
965,Female,Group D,Undergraduate,Standard Lunch,No Prep,62,70,72
966,Male,Group A,Intermediate,Standard Lunch,Completed Course,66,68,64
967,Male,Group C,Undergraduate,Standard Lunch,No Prep,63,63,60
968,Female,Group E,Undergraduate,Standard Lunch,No Prep,68,76,67
969,Female,Group B,Undergraduate,Standard Lunch,No Prep,75,84,80
970,Female,Group D,Undergraduate,Standard Lunch,No Prep,89,100,100
971,Male,Group C,Intermediate,Standard Lunch,Completed Course,78,72,69
972,Female,Group A,Intermediate,Free/Reduced Lunch,Completed Course,53,50,60
973,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,49,65,61
974,Female,Group A,Undergraduate,Standard Lunch,No Prep,54,63,67
975,Female,Group C,Undergraduate,Standard Lunch,Completed Course,64,82,77
976,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,60,62,60
977,Male,Group C,Undergraduate,Standard Lunch,No Prep,62,65,58
978,Male,Group D,Intermediate,Standard Lunch,Completed Course,55,41,48
979,Female,Group C,Undergraduate,Standard Lunch,No Prep,91,95,94
980,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,8,24,23
981,Male,Group D,Intermediate,Standard Lunch,No Prep,81,78,78
982,Male,Group B,Intermediate,Standard Lunch,Completed Course,79,85,86
983,Female,Group A,Undergraduate,Standard Lunch,Completed Course,78,87,91
984,Female,Group C,Intermediate,Standard Lunch,No Prep,74,75,82
985,Male,Group A,Intermediate,Standard Lunch,No Prep,57,51,54
986,Female,Group C,Undergraduate,Standard Lunch,No Prep,40,59,51
987,Male,Group E,Intermediate,Standard Lunch,Completed Course,81,75,76
988,Female,Group A,Intermediate,Free/Reduced Lunch,No Prep,44,45,45
989,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,67,86,83
990,Male,Group E,Intermediate,Free/Reduced Lunch,Completed Course,86,81,75
991,Female,Group B,Intermediate,Standard Lunch,Completed Course,65,82,78
992,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,55,76,76
993,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,62,72,74
994,Male,Group A,Intermediate,Standard Lunch,No Prep,63,63,62
995,Female,Group E,Postgraduate,Standard Lunch,Completed Course,88,99,95
996,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,62,55,55
997,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,59,71,65
998,Female,Group D,Undergraduate,Standard Lunch,Completed Course,68,78,77
999,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,77,86,86
