Unnamed: 0,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
252,Female,Group B,Intermediate,Standard Lunch,Completed Course,60,70,70
21,Female,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,65,75,70
313,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,68,67,69
459,Male,Group B,Intermediate,Standard Lunch,Completed Course,72,65,68
160,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,82,78,74
276,Female,Group C,Intermediate,Standard Lunch,Completed Course,85,92,93
955,Male,Group E,Undergraduate,Standard Lunch,No Prep,72,57,62
191,Male,Group D,Undergraduate,Standard Lunch,Completed Course,76,83,79
385,Female,Group E,Undergraduate,Standard Lunch,No Prep,67,76,75
805,Male,Group A,Undergraduate,Free/Reduced Lunch,No Prep,75,81,74
413,Male,Group B,Intermediate,Standard Lunch,Completed Course,63,67,67
491,Female,Group C,Undergraduate,Standard Lunch,No Prep,64,64,70
343,Male,Group D,Undergraduate,Standard Lunch,Completed Course,67,72,67
769,Male,Group A,Undergraduate,Free/Reduced Lunch,No Prep,58,60,57
308,Female,Group B,Undergraduate,Free/Reduced Lunch,No Prep,53,71,67
661,Male,Group C,Intermediate,Standard Lunch,No Prep,73,66,63
130,Male,Group D,Postgraduate,Standard Lunch,No Prep,89,84,82
663,Female,Group C,Intermediate,Standard Lunch,No Prep,65,69,67
871,Female,Group C,Undergraduate,Standard Lunch,Completed Course,70,72,76
99,Female,Group D,Undergraduate,Standard Lunch,No Prep,65,67,62
372,Male,Group D,Intermediate,Standard Lunch,No Prep,74,74,72
87,Female,Group D,Undergraduate,Standard Lunch,No Prep,71,71,74
458,Female,Group E,Undergraduate,Standard Lunch,No Prep,100,100,100
330,Male,Group C,Intermediate,Standard Lunch,No Prep,71,60,61
214,Male,Group E,Intermediate,Standard Lunch,Completed Course,87,91,81
466,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,26,31,38
121,Male,Group B,Undergraduate,Standard Lunch,Completed Course,91,89,92
614,Female,Group A,Undergraduate,Standard Lunch,No Prep,82,93,93
20,Male,Group D,Intermediate,Standard Lunch,No Prep,66,69,63
700,Female,Group E,Undergraduate,Standard Lunch,Completed Course,79,81,82
71,Male,Group D,Undergraduate,Standard Lunch,Completed Course,63,55,63
106,Female,Group D,Postgraduate,Standard Lunch,No Prep,87,100,100
270,Male,Group C,Undergraduate,Standard Lunch,No Prep,69,63,61
860,Female,Group C,Undergraduate,Standard Lunch,No Prep,53,62,53
435,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,50,48,53
102,Female,Group D,Undergraduate,Standard Lunch,No Prep,85,91,89
